,id_tei,lcnaf_uri,organization_name,other_names,date_founded,date_dissolved,associated_places,org_type,bio_notes,data_notes,see_also,citations,notes
,meetwdc,,Washington Friends meeting,,1803,,,Local meeting,An indulged meeting for worship for Friends in the District of Columbia. began in 1803. By 1817 Washington Preparative Meeting was established by Indian Spring and its members transferred to Alexandria Monthly Meeting.,,vym;bym,http://trilogy.brynmawr.edu/speccoll/bym/washipm.xml;quakermeetings.com,
,waupug,https://lccn.loc.gov/sh85145063,Waupug Indians,Wampanoag;Massasoit;Pokanoket;Wapenok,,,,Indian group,"Hendricks Aupaumut discussed an old alliance formed between the Mahicans and Delawares, as well as the Waupug. Probably referring to Wampanoag Indians, also known as Massasoit, Pokanoket, Wapenok. An Algonquian-speaking people historically located in southeastern Massachusetts and Rhode Island, including the islands of Martha’s Vineyard and Nantucket, the Wampanoag were a sophisticated Confederacy incorporating numerous villages under one chief sachem. They first encountered Europeans early in 17th century, with an epidemic following in the years 1615-1619. The Wampanoag helped the Pilgrims in the first couple years of Plymouth colony. These peaceful relations ended with the influx of Puritans around 1630, who acted more aggressively towards natives and, with the inadvertant help of novel diseases, pushed them westward. After 1650, the Puritans missionizing Wampanoag villages. In response to these new pressures, the Wampanoag Chief Metacomet launched King Phillip’s War (1675-1676), an uprising of various New England tribes. The population was decimated; those not killed or enslaved were forced to relocate to the praying towns of converted Indians or else to the Mashpee Reservation on Cape Cod. In 1788, Massachusetts revoked the Wampanoag right to self-government, which was only partially returned in 1834. In the face of these developments, the Island Wampanoag fared a little better, with three reservations established on Martha’s Vineyard in the 18th and 19th centuries: Chappaquiddick, Christiantown, and Gay Head.",,,https://en.wikipedia.org/wiki/Wampanoag_people,
,wea,http://id.loc.gov/authorities/subjects/sh85145819,Wea indians,Weas;Ouachtenons;Wea Tribe,,,,Indian group,"Also known as Ouiatenon, Ouiateno. Speakers of the Miami-Illinois branch of the Algonquian dialect, the Wea were historically located in western Indiana. They were involved with, but distinct from, the Miami Nation, as indicated by their separate treatment in the Treaty of Greenville (1794). In the late 18th and early 19th century they enjoyed a close relationship with the Piankeshaw tribe, with whom they often shared villages. In 1820 the Wea ceded Indiana land, remaining in Missouri and Illinois until 1832, when at the height of Indian Removal they agreed to relocate to a Kansas Reservation. Here they formed the Peoria confederacy with their relative tribes the Kaskaskia, Peoria, and Piankeshaw, in 1854.",,,http://www.ohiohistorycentral.org/w/Wea_Indians?rec=642,
,meetweare,,Weare Friends meeting,,1776,,,Local meeting,"Friends established a meeting for worship at Weare in Hillsborough County, New Hampshire, in 1769. A preparative meeting was appointed in 1776, and the monthly in 1795.",,neym,https://books.google.com/books?id=AaVxeSPHrIsC&pg=Pennsylvania19&lpg=Pennsylvania19&dq=weare+monthly+meeting&source=bl&ots=-rIdo4iGa3&sig=ZOQgCCbtvyTVo8yb5_vkiln8m2c&hl=en&sa=X&ved=0ahUKEwjA8qCNhOTNAhXFoD4KHeCrBIsQ6AEISjAJ#v=onepage&q=weare%20monthly%20meeting&f=false,
,meetwells,,Wellsboro Friends meeting,,1799,,,Local meeting,"Benjamin W. Morris, a member of Muncy Monthly Meeting, built a small log meeting house at Wellsboro in Tioga County, Pennsylvania, about 1799.",,pym,"History of Tioga County, Pennsylvania, by John L. Sexton (1883)",
,meetwbran,,West Branch Friends meeting,,1800,,,Local meeting,The meeting at Western Branch in Virginia was called Chuckatuck until 1767. Joshua Evans visited the Lower Quarterly Meeting which was held in the Western Branch meeting house in 1796.,,ncym,quakermeetings.com,
,meetbranch,,Branch Friends meeting,,1783,1854,,Local meeting,"Branch, called Upper until 1785, was a preparative meeting under Oblong Monthly Meeting. ",,nyym,quakermeetings.com,
,meetwestc,,Westchester Friends meeting,West Chester Friends meeting,1716,,,Local meeting,"A preparative meeting at Westchester -- now part of the Bronx -- was established in 1716 for Quakers at Rye and Mamaroneck. Friends had worshipped there as early as 1684. Westchester Monthly Meeting, the predecessor of Purchase, was set off in 1725.                     ",New York,nyym,"New York City Church Archives catalogue, complied by John Cox Jr. (1940)",
,meetwestg,,West Grove Friends meeting,,1787,,,Local meeting,"An indulged meeting for worship began in West Grove in 1787, and a meeting became established in 1789. The West Grove Preparative Meeting was officially established in 1790. ",,pym,http://trilogy.brynmawr.edu/speccoll/mm/westgpm.xml,
,meetwestb,,Westbury Friends meeting,,1671,,,Local meeting,Westbury (Westburry) Preparative Meeting was established on Long Island in New York in 1671. The monthly Meeting at Westbury was appointed in 1682.,,nyym,quakermeetings.com,
,meetwestq,,Western Quarterly Meeting of Friends,,1758,,,Quarterly meeting,"Western Quarterly Meeting of Friends was established in 1758 by Philadelphia Yearly Meeting out of a division of Chester Quarterly Meeting of Friends. This Quarterly Meeting of Friends met regularly at London Grove until 1827, after which it alternated between West Grove, London Grove, and New Garden. ",,pym,http://trilogy.brynmawr.edu/speccoll/mm/westeqm.xml,
,west,,Western Yearly meeting,,1858,,,Yearly meeting,"Western Yearly Meeting opened 1858, set off from Indiana Yearly Meeting (Orthodox).",,,quakermeetings.com,
,meetwestl,,Westland Friends meeting,,1776,,,Local meeting,"Quakers worshipped at Westland in Washington County, Pennsylvania, as early as 1776. Hopewell Monthly Meeting appointed a preparative meeting there in 1782, and Westland was set off as a monthly meeting in 1785. It was part of Philadelphia Yearly Meeting until 1789, then under the care of Baltimore Yearly Meeting until 1812 when it ws set off to Ohio Yearly Meeting.",,pym;bym;oym,quakermeetings.com,
,westlqm,,Redstone Quarterly Meeting of Friends,Westland Quarterly Meeting of Friends,1797,,,Quarterly meeting,"Redstone Quarterly Meeting of Friends was established by Baltimore Yearly Meeting in 1797, and covered the area stretching from Pittsburgh to Indianapolis.",,pym;bym;oym,http://www.quaker-chronicle.info/meetings.php?meetingID=2,
,meetwestm,,Westmoreland Friends meeting,,1826,,,Local meeting,Westmoreland Preparative Meeting was established by Bridgewater Monthly Meeting in 1826. Bridgewater (New Hartford) changed its name to Westmoreland Monthly Meeting in 1867.,,nyym,http://www.swarthmore.edu/library/friends/New YorkYM/westmmm.xml,
,meetwcree,,White Creek Friends meeting,,1783,,,Local meeting,White Creek was established as a preparative meeting under Easton as early as 1783.  ,,nyym,http://www.swarthmore.edu/library/friends/New YorkYM/whicrpm.xml,
,meetwhitw,,Whitewater  Friends meeting,,1807,,,Local meeting,"Located in Wayne County, Indiana. Indulged 1807. Whitewater Monthly Meeting, established in 1809 was the first Monthly Meeting established in Indiana Territory. ",,bym;oym,"http://socialarchive.iath.virginia.edu/ark:/99166/w6j73hfc;
http://freepages.family.rootsweb.ancestry.com/~mygermanfamilies/QuakerMeet.html; https://www.quakermeetings.com/Plone/meeting_view?anID=685
",
,meetwilm,,Wilmington Friends meeting,,1738,,,Local meeting,"A preparative meeting in WIlmington, Delaware, was established in 1738 by Kennett (Newark) Monthly Meeting. Wilmington Monthly Meeting was set off in 1750.",,pym,quakermeetings.com,
,winne,http://id.loc.gov/authorities/subjects/sh85147016,Winnebago indians,Nipegon;Puant;Winebago;Ho-Chunk;Puans,,,,Indian group,"Nipegon, Puant, autonym Ho-Chunk. “Winnebago” is an exonym meaning “people of the stinking waters.” A Siouan-speaking people native to Wisconsin, Minnesota, and parts of Iowa and Illinois, the Ho-Chunk were first documented around the Green Bay area in 1634. Their population reduced shortly thereafter, likely the result of disease and intertribal warfare, thus encouraging intermarriage with (and adoption of cultural practices) neighboring Algonkian tribes. The Ho-Chunk fought against the Patriots in the Revolutionary War, and afterwards fought the fledgling US government in both Tecumseh’s Rebellion and the War of 1812. With the passing of the Indian Removal Act in 1830, they ceded much of their southern Wisconsin territory and moved north, but not without resistance, as their participation in the Winnebago (1827) and Black Hawk (1832) Wars shows. The Ho-Chunk then signed an 1837 Treaty ceding all Wisconsin territory, but frequently ignored the terms and returned to their old homes. Those that did relocate traveled to Iowa, Minnesota, North Daktoa, and finally to a Nebraska Reservation (1865), from which many eventually returned to Wisconsin.  ",,,https://www.mpm.edu/wirp/ICW-52.html ; https://en.wikipedia.org/wiki/Ho-Chunk ; http://www.newworldencyclopedia.org/entry/Winnebago,
,meetwoodb,,Woodbury Friends meeting,Woodberry Friends meeting,1717,,,Local meeting,"Woodbury Preparative Meeting was established 1717 in Woodbury, New Jersey from Haddonfield (Newton) Monthly Meeting. Woodbury Monthly Meeting was established 1785",,pym,quakermeetings.com,
,meetwrigt,,Wrightstown Friends meeting,,1723,,,Local meeting,"Worship began at Wrightstown in 1686. Wrightstown Preparative Meeting was established in 1723 under Middletown Monthly Meeting, then from Buckingham Monthly Meeting. Wrightstown Monthly Meeting was established in 1734.",,pym,quakermeetings.com,
,wyandot,http://id.loc.gov/authorities/subjects/sh85063182,Wyandot indians,Wiandot;Guyandot;Huron;Wanat;Wandot;Weinondot;Wendat;Wundat;Wyandott;Wyandotte,,,,Indian group,"Also known as Huron, Guyandot, Wendat. Iroquian-speaking. The Wyandot formed out of the remaining Petun and Huron peoples who, after battles with the Iroquois in the mid 17th century, relocated to the Upper Great Lakes area. Due to their propensity for alliance-making, they played an important role in the field of European-Indian relationships, alternately playing off the French and the Iroquois for advantages in the fur trade. They relocated to Detroit 1704 and began to hunt in Ohio (around Sandusky River), where English first contacted them. The Wyandot sided with the British in the Revolutionary War, after which they made major Ohio and Michigan land cessions through the Treaties of Greenville (1795), Detroit (1807), and Maumee Rapids (1817), retaining only some reservations along the Sandusky River. In 1842, pressured by the Indian Removal Act of 1830, the Wyandot ceded their remaining Ohio and Michigan lands to relocate to Kansas (near what would become Kansas City). After the passage of the Kansas Nebraska Act, they signed a treaty in 1855 that alloted Wyandot lands individually and gave the option of US citizenship. In 1858, the Seneca offered a stip of land stretching between the Missouri and Neosho Rivers in Oklahoma, where most Wyandot relocated after the Civil War. ",,,Handbook of the North American Indians ; https://en.wikipedia.org/wiki/Wyandot_people,
